"index","Ligand","Receptor","markers.x","Bretigea_1.x","Bretigea_2.x","CellMarker_1.x","CellMarker_2.x","PanglaoDB_1.x","PanglaoDB_2.x","HumanProteinAtlas_1.x","HumanProteinAtlas_2.x","cell_type_1.x","cell_type_2.x","Consensus.x","Score.x","markers.y","Bretigea_1.y","Bretigea_2.y","CellMarker_1.y","CellMarker_2.y","PanglaoDB_1.y","PanglaoDB_2.y","HumanProteinAtlas_1.y","HumanProteinAtlas_2.y","cell_type_1.y","cell_type_2.y","Consensus.y","Score.y","Combined","Interaction"
4293,"CTLA4","ITGA3","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"ITGA3",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Microglia","Neuron","Neuron",0.4,"T cell-Neuron","CTLA4_ITGA3"
4308,"ADORA2A","ADORA2A","ADORA2A",NA,NA,NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron","Neuron",0.31,"ADORA2A",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","ADORA2A_ADORA2A"
4311,"AGRN","CHRM1","AGRN","Endothelial",NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Neuron","Endothelial",0.65,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Endothelial-Neuron","AGRN_CHRM1"
4312,"AGT","CHRM1","AGT","Astrocyte",NA,"Astrocyte","Astrocyte","Astrocyte",NA,NA,NA,"Neuron","Oligodendrocyte","Astrocyte",0.78,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Astrocyte-Neuron","AGT_CHRM1"
4314,"CCL4","CHRM1","CCL4","Microglia",NA,"Microglia",NA,"NK cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.66,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Microglia-Neuron","CCL4_CHRM1"
4319,"LAMA1","CHRM1","LAMA1","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","OPC","Astrocyte",0.47,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Astrocyte-Neuron","LAMA1_CHRM1"
4320,"LAMA2","CHRM1","LAMA2","Endothelial",NA,"Neuron",NA,NA,NA,"Endothelial",NA,"Neuron","OPC","Endothelial",0.54,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Endothelial-Neuron","LAMA2_CHRM1"
4322,"LAMA4","CHRM1","LAMA4","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Endothelial-Neuron","LAMA4_CHRM1"
4324,"LAMB1","CHRM1","LAMB1",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","LAMB1_CHRM1"
4325,"LAMB2","CHRM1","LAMB2","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Astrocyte","Microglia","Astrocyte",0.56,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Astrocyte-Neuron","LAMB2_CHRM1"
4326,"LAMB3","CHRM1","LAMB3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","LAMB3_CHRM1"
4327,"LAMC1","CHRM1","LAMC1","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Endothelial-Neuron","LAMC1_CHRM1"
4342,"AGRN","CHRNB1","AGRN","Endothelial",NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Neuron","Endothelial",0.65,"CHRNB1","Astrocyte",NA,NA,NA,NA,NA,"Endothelial",NA,"Oligodendrocyte","Astrocyte","Astrocyte",0.49,"Endothelial-Astrocyte","AGRN_CHRNB1"
4361,"AGRN","ITGA2","AGRN","Endothelial",NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Neuron","Endothelial",0.65,"ITGA2","Oligodendrocyte",NA,NA,NA,"NK cell",NA,"Neuron",NA,"Astrocyte","Neuron","Neuron",0.49,"Endothelial-Neuron","AGRN_ITGA2"
4362,"CD28","ITGA2","CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"ITGA2","Oligodendrocyte",NA,NA,NA,"NK cell",NA,"Neuron",NA,"Astrocyte","Neuron","Neuron",0.49,"Microglia-Neuron","CD28_ITGA2"
4363,"CD80","ITGA2","CD80","Microglia",NA,NA,"Astrocyte","B cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGA2","Oligodendrocyte",NA,NA,NA,"NK cell",NA,"Neuron",NA,"Astrocyte","Neuron","Neuron",0.49,"Microglia-Neuron","CD80_ITGA2"
4367,"COL9A1","ITGA2","COL9A1","OPC","Oligodendrocyte",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","OPC",0,"ITGA2","Oligodendrocyte",NA,NA,NA,"NK cell",NA,"Neuron",NA,"Astrocyte","Neuron","Neuron",0.49,"OPC-Neuron","COL9A1_ITGA2"
4368,"COL9A2","ITGA2","COL9A2","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","OPC","Oligodendrocyte",0.25,"ITGA2","Oligodendrocyte",NA,NA,NA,"NK cell",NA,"Neuron",NA,"Astrocyte","Neuron","Neuron",0.49,"Oligodendrocyte-Neuron","COL9A2_ITGA2"
4370,"CTLA4","ITGA2","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"ITGA2","Oligodendrocyte",NA,NA,NA,"NK cell",NA,"Neuron",NA,"Astrocyte","Neuron","Neuron",0.49,"T cell-Neuron","CTLA4_ITGA2"
4372,"LAMA4","ITGA2","LAMA4","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"ITGA2","Oligodendrocyte",NA,NA,NA,"NK cell",NA,"Neuron",NA,"Astrocyte","Neuron","Neuron",0.49,"Endothelial-Neuron","LAMA4_ITGA2"
4373,"LAMB2","ITGA2","LAMB2","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Astrocyte","Microglia","Astrocyte",0.56,"ITGA2","Oligodendrocyte",NA,NA,NA,"NK cell",NA,"Neuron",NA,"Astrocyte","Neuron","Neuron",0.49,"Astrocyte-Neuron","LAMB2_ITGA2"
4375,"AGRN","ITGA7","AGRN","Endothelial",NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Neuron","Endothelial",0.65,"ITGA7","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Endothelial-Astrocyte","AGRN_ITGA7"
4376,"LAMA4","ITGA7","LAMA4","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"ITGA7","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Endothelial-Astrocyte","LAMA4_ITGA7"
4378,"LAMB2","ITGA7","LAMB2","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Astrocyte","Microglia","Astrocyte",0.56,"ITGA7","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Astrocyte-Astrocyte","LAMB2_ITGA7"
4400,"AGT","ADRB2","AGT","Astrocyte",NA,"Astrocyte","Astrocyte","Astrocyte",NA,NA,NA,"Neuron","Oligodendrocyte","Astrocyte",0.78,"ADRB2",NA,NA,"Microglia",NA,"Neuron","Microglia",NA,NA,"Microglia","Astrocyte","Microglia",0.2,"Astrocyte-Microglia","AGT_ADRB2"
4402,"CCL4","ADRB2","CCL4","Microglia",NA,"Microglia",NA,"NK cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.66,"ADRB2",NA,NA,"Microglia",NA,"Neuron","Microglia",NA,NA,"Microglia","Astrocyte","Microglia",0.2,"Microglia-Microglia","CCL4_ADRB2"
4418,"AGT","CCR5","AGT","Astrocyte",NA,"Astrocyte","Astrocyte","Astrocyte",NA,NA,NA,"Neuron","Oligodendrocyte","Astrocyte",0.78,"CCR5","Microglia",NA,NA,NA,NA,"T cell",NA,NA,"Microglia","Neuron","Microglia",0.61,"Astrocyte-Microglia","AGT_CCR5"
4429,"AGT","CXCR4","AGT","Astrocyte",NA,"Astrocyte","Astrocyte","Astrocyte",NA,NA,NA,"Neuron","Oligodendrocyte","Astrocyte",0.78,"CXCR4","Microglia",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","Microglia","Microglia",0.49,"Astrocyte-Microglia","AGT_CXCR4"
4431,"CCL4","CXCR4","CCL4","Microglia",NA,"Microglia",NA,"NK cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.66,"CXCR4","Microglia",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","Microglia","Microglia",0.49,"Microglia-Microglia","CCL4_CXCR4"
4434,"GNAI2","CXCR4","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CXCR4","Microglia",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","Microglia","Microglia",0.49,"Endothelial-Microglia","GNAI2_CXCR4"
4436,"PTPRC","CXCR4","PTPRC","Microglia",NA,"Microglia","Microglia",NA,"B cell",NA,NA,"Neuron","OPC","Microglia",0.78,"CXCR4","Microglia",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","Microglia","Microglia",0.49,"Microglia-Microglia","PTPRC_CXCR4"
4437,"SLIT2","CXCR4","SLIT2","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Astrocyte","Neuron",0.29,"CXCR4","Microglia",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","Microglia","Microglia",0.49,"Neuron-Microglia","SLIT2_CXCR4"
4438,"AGT","FPR1","AGT","Astrocyte",NA,"Astrocyte","Astrocyte","Astrocyte",NA,NA,NA,"Neuron","Oligodendrocyte","Astrocyte",0.78,"FPR1","Microglia",NA,NA,NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.61,"Astrocyte-Microglia","AGT_FPR1"
4440,"CCL4","FPR1","CCL4","Microglia",NA,"Microglia",NA,"NK cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.66,"FPR1","Microglia",NA,NA,NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.61,"Microglia-Microglia","CCL4_FPR1"
4445,"AGT","HTR2C","AGT","Astrocyte",NA,"Astrocyte","Astrocyte","Astrocyte",NA,NA,NA,"Neuron","Oligodendrocyte","Astrocyte",0.78,"HTR2C","Neuron",NA,NA,"Neuron",NA,NA,NA,NA,"OPC","Neuron","Neuron",0.28,"Astrocyte-Neuron","AGT_HTR2C"
4447,"CCL4","HTR2C","CCL4","Microglia",NA,"Microglia",NA,"NK cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.66,"HTR2C","Neuron",NA,NA,"Neuron",NA,NA,NA,NA,"OPC","Neuron","Neuron",0.28,"Microglia-Neuron","CCL4_HTR2C"
4467,"BMP2","BAMBI","BMP2","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"OPC","Neuron","Endothelial",0.56,"BAMBI","Endothelial",NA,"Microglia",NA,NA,NA,NA,"Neuron","OPC","Neuron","Neuron",0.57,"Endothelial-Neuron","BMP2_BAMBI"
4470,"BMP7","BAMBI","BMP7","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Astrocyte","Astrocyte",0.4,"BAMBI","Endothelial",NA,"Microglia",NA,NA,NA,NA,"Neuron","OPC","Neuron","Neuron",0.57,"Astrocyte-Neuron","BMP7_BAMBI"
4473,"CHRDL1","BAMBI","CHRDL1","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.77,"BAMBI","Endothelial",NA,"Microglia",NA,NA,NA,NA,"Neuron","OPC","Neuron","Neuron",0.57,"Astrocyte-Neuron","CHRDL1_BAMBI"
4476,"NOG","BAMBI","NOG",NA,NA,"Astrocyte","Neuron",NA,NA,"Neuron",NA,"Neuron","Astrocyte","Astrocyte",0.47,"BAMBI","Endothelial",NA,"Microglia",NA,NA,NA,NA,"Neuron","OPC","Neuron","Neuron",0.57,"Astrocyte-Neuron","NOG_BAMBI"
4477,"RGMA","BAMBI","RGMA","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Neuron","Microglia","Astrocyte",0.81,"BAMBI","Endothelial",NA,"Microglia",NA,NA,NA,NA,"Neuron","OPC","Neuron","Neuron",0.57,"Astrocyte-Neuron","RGMA_BAMBI"
4478,"RGMB","BAMBI","RGMB","Neuron",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.44,"BAMBI","Endothelial",NA,"Microglia",NA,NA,NA,NA,"Neuron","OPC","Neuron","Neuron",0.57,"Neuron-Neuron","RGMB_BAMBI"
4493,"CHRDL1","BMPR1B","CHRDL1","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.77,"BMPR1B","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"OPC","Neuron","Astrocyte",0.74,"Astrocyte-Astrocyte","CHRDL1_BMPR1B"
4495,"NOG","BMPR1B","NOG",NA,NA,"Astrocyte","Neuron",NA,NA,"Neuron",NA,"Neuron","Astrocyte","Astrocyte",0.47,"BMPR1B","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"OPC","Neuron","Astrocyte",0.74,"Astrocyte-Astrocyte","NOG_BMPR1B"
4507,"CHRDL1","RGMB","CHRDL1","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.77,"RGMB","Neuron",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.43,"Astrocyte-Neuron","CHRDL1_RGMB"
4510,"NOG","RGMB","NOG",NA,NA,"Astrocyte","Neuron",NA,NA,"Neuron",NA,"Neuron","Astrocyte","Astrocyte",0.47,"RGMB","Neuron",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.43,"Astrocyte-Neuron","NOG_RGMB"
4511,"RGMA","RGMB","RGMA","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Neuron","Microglia","Astrocyte",0.81,"RGMB","Neuron",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.43,"Astrocyte-Neuron","RGMA_RGMB"
4515,"L1CAM","NRP1","L1CAM","Neuron",NA,"Neuron","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Neuron",0.46,"NRP1",NA,NA,"Microglia",NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.54,"Neuron-Neuron","L1CAM_NRP1"
4517,"BMP8B","ACVR1","BMP8B","OPC","Oligodendrocyte",NA,NA,NA,NA,NA,NA,"OPC","Oligodendrocyte","OPC",0.16,"ACVR1","Endothelial",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.57,"OPC-Neuron","BMP8B_ACVR1"
4526,"SPN","SELE","SPN","Microglia",NA,NA,NA,"B cell",NA,NA,NA,"Microglia","OPC","Microglia",0.59,"SELE","Endothelial",NA,NA,NA,NA,"Endothelial",NA,NA,"Microglia","Neuron","Endothelial",0.58,"Microglia-Endothelial","SPN_SELE"
4528,"GNAI2","FPR2","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"FPR2",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Oligodendrocyte","Neuron","Neuron",0.19,"Endothelial-Neuron","GNAI2_FPR2"
4529,"GNAI2","FPR3","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"FPR3","Microglia",NA,NA,"Microglia",NA,NA,NA,NA,"Microglia","Oligodendrocyte","Microglia",0.52,"Endothelial-Microglia","GNAI2_FPR3"
4530,"CD14","TLR2","CD14","Microglia",NA,"Microglia",NA,NA,NA,"Endothelial",NA,"Microglia","Neuron","Microglia",0.74,"TLR2","Microglia",NA,"Microglia","Microglia","Microglia",NA,NA,NA,"Neuron","Microglia","Microglia",0.76,"Microglia-Microglia","CD14_TLR2"
4531,"GNAI2","APLNR","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"APLNR","Astrocyte",NA,NA,NA,"Endothelial",NA,NA,NA,"Astrocyte","Neuron","Astrocyte",0.74,"Endothelial-Astrocyte","GNAI2_APLNR"
4536,"APOC1","APP","APOC1",NA,NA,NA,"Microglia",NA,NA,NA,NA,"Microglia","Astrocyte","Microglia",0.19,"APP",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Microglia-Neuron","APOC1_APP"
4539,"APOE","APP","APOE","Astrocyte",NA,"Microglia","Oligodendrocyte","Astrocyte",NA,"Neuron",NA,"Neuron","Microglia","Astrocyte",0.85,"APP",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Astrocyte-Neuron","APOE_APP"
4543,"GNAI2","APP","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"APP",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Endothelial-Neuron","GNAI2_APP"
4544,"HPR","APP","HPR","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","Oligodendrocyte","Astrocyte",0.4,"APP",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Astrocyte-Neuron","HPR_APP"
4545,"LCAT","APP","LCAT",NA,NA,"Astrocyte",NA,"Astrocyte",NA,NA,NA,"Microglia","OPC","Astrocyte",0.29,"APP",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Astrocyte-Neuron","LCAT_APP"
4547,"PLTP","APP","PLTP","Astrocyte",NA,"Astrocyte","Microglia","Microglia",NA,NA,NA,"Microglia","Astrocyte","Astrocyte",0.7,"APP",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Astrocyte-Neuron","PLTP_APP"
4553,"APOE","GPC1","APOE","Astrocyte",NA,"Microglia","Oligodendrocyte","Astrocyte",NA,"Neuron",NA,"Neuron","Microglia","Astrocyte",0.85,"GPC1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Astrocyte-Neuron","APOE_GPC1"
4570,"APOE","GPC4","APOE","Astrocyte",NA,"Microglia","Oligodendrocyte","Astrocyte",NA,"Neuron",NA,"Neuron","Microglia","Astrocyte",0.85,"GPC4","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Neuron","Astrocyte","Astrocyte",0.54,"Astrocyte-Astrocyte","APOE_GPC4"
4571,"GPC6","GPC4","GPC6",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.45,"GPC4","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Neuron","Astrocyte","Astrocyte",0.54,"Neuron-Astrocyte","GPC6_GPC4"
4576,"APOE","GPC5","APOE","Astrocyte",NA,"Microglia","Oligodendrocyte","Astrocyte",NA,"Neuron",NA,"Neuron","Microglia","Astrocyte",0.85,"GPC5","Astrocyte",NA,"Astrocyte",NA,NA,NA,"Endothelial",NA,"Neuron","Oligodendrocyte","Astrocyte",0.76,"Astrocyte-Astrocyte","APOE_GPC5"
4609,"CD14","CD36","CD14","Microglia",NA,"Microglia",NA,NA,NA,"Endothelial",NA,"Microglia","Neuron","Microglia",0.74,"CD36",NA,NA,NA,NA,"Endothelial","Microglia",NA,NA,"Neuron","Microglia","Microglia",0.37,"Microglia-Microglia","CD14_CD36"
4611,"APOC1","LSR","APOC1",NA,NA,NA,"Microglia",NA,NA,NA,NA,"Microglia","Astrocyte","Microglia",0.19,"LSR","Endothelial",NA,"Microglia",NA,NA,NA,"Neuron","Endothelial","Microglia","Neuron","Endothelial",0.69,"Microglia-Endothelial","APOC1_LSR"
4616,"TRIL","TLR4","TRIL","Astrocyte",NA,"Astrocyte",NA,"Astrocyte",NA,NA,NA,"Astrocyte","Microglia","Astrocyte",0.62,"TLR4","Microglia",NA,NA,NA,NA,"Microglia","Neuron",NA,"OPC","Astrocyte","Microglia",0.62,"Astrocyte-Microglia","TRIL_TLR4"
4617,"VCAN","TLR6","VCAN","OPC",NA,"Microglia","OPC",NA,"OPC",NA,"Neuron","Neuron","Neuron","OPC",0.08,"TLR6","Microglia",NA,NA,NA,NA,NA,NA,NA,"Neuron","Microglia","Microglia",0.59,"OPC-Microglia","VCAN_TLR6"
4618,"FZD8","LRP5","FZD8","Astrocyte",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte","Astrocyte",0.64,"LRP5",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Oligodendrocyte","Neuron",0.19,"Astrocyte-Neuron","FZD8_LRP5"
4624,"CD44","CD74","CD44","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Microglia","Astrocyte","Endothelial",0.4,"CD74","Microglia",NA,"Microglia","Microglia","B cell","B cell",NA,NA,"Neuron","Microglia","Microglia",0.91,"Endothelial-Microglia","CD44_CD74"
4627,"CD44","ERBB2","CD44","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Microglia","Astrocyte","Endothelial",0.4,"ERBB2","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","OPC","Astrocyte",0.47,"Endothelial-Astrocyte","CD44_ERBB2"
4632,"TFF3","ERBB2","TFF3",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.3,"ERBB2","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","OPC","Astrocyte",0.47,"Neuron-Astrocyte","TFF3_ERBB2"
4634,"LAMA1","ERBB3","LAMA1","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","OPC","Astrocyte",0.47,"ERBB3","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,"Neuron","Neuron","OPC","Oligodendrocyte",0.31,"Astrocyte-Oligodendrocyte","LAMA1_ERBB3"
4635,"LAMB1","ERBB3","LAMB1",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"ERBB3","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,"Neuron","Neuron","OPC","Oligodendrocyte",0.31,"Neuron-Oligodendrocyte","LAMB1_ERBB3"
4643,"HSPG2","CHRM3","HSPG2",NA,NA,NA,NA,"Endothelial",NA,"Endothelial",NA,"Neuron","Oligodendrocyte","Endothelial",0.39,"CHRM3","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.41,"Endothelial-Neuron","HSPG2_CHRM3"
4658,"B2M","CD1D","B2M",NA,NA,"Microglia",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.43,"CD1D",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","B2M_CD1D"
4659,"B2M","CD3E","B2M",NA,NA,"Microglia",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.43,"CD3E",NA,NA,NA,"T cell","T cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.19,"Neuron-Microglia","B2M_CD3E"
4660,"CD1D","CD3E","CD1D",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"CD3E",NA,NA,NA,"T cell","T cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.19,"Neuron-Microglia","CD1D_CD3E"
4663,"HLA-B","CD3E","HLA-B",NA,NA,"Microglia",NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.52,"CD3E",NA,NA,NA,"T cell","T cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.19,"Neuron-Microglia","HLA-B_CD3E"
4665,"HLA-E","CD3E","HLA-E",NA,NA,"Astrocyte",NA,NA,NA,"Endothelial",NA,"Astrocyte","Microglia","Astrocyte",0.36,"CD3E",NA,NA,NA,"T cell","T cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.19,"Astrocyte-Microglia","HLA-E_CD3E"
4668,"B2M","CD8A","B2M",NA,NA,"Microglia",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.43,"CD8A",NA,NA,"T cell","T cell","T cell","NK cell",NA,NA,"Neuron","Neuron","T cell",0.25,"Neuron-T cell","B2M_CD8A"
4670,"B2M","GYPC","B2M",NA,NA,"Microglia",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.43,"GYPC","Microglia",NA,"Microglia",NA,NA,NA,"Neuron","Neuron","OPC","Neuron","Microglia",0.9,"Neuron-Microglia","B2M_GYPC"
4672,"HLA-E","HFE","HLA-E",NA,NA,"Astrocyte",NA,NA,NA,"Endothelial",NA,"Astrocyte","Microglia","Astrocyte",0.36,"HFE",NA,NA,NA,NA,"Microglia",NA,NA,NA,"Oligodendrocyte","Microglia","Microglia",0.02,"Astrocyte-Microglia","HLA-E_HFE"
4673,"B2M","HLA-B","B2M",NA,NA,"Microglia",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.43,"HLA-B",NA,NA,"Microglia",NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.53,"Neuron-Neuron","B2M_HLA-B"
4674,"CALR","HLA-B","CALR",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Oligodendrocyte","Neuron",0.23,"HLA-B",NA,NA,"Microglia",NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.53,"Neuron-Neuron","CALR_HLA-B"
4679,"HLA-E","HLA-B","HLA-E",NA,NA,"Astrocyte",NA,NA,NA,"Endothelial",NA,"Astrocyte","Microglia","Astrocyte",0.36,"HLA-B",NA,NA,"Microglia",NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.53,"Astrocyte-Neuron","HLA-E_HLA-B"
4680,"LILRB4","HLA-B","LILRB4","Microglia",NA,NA,"Microglia","Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.66,"HLA-B",NA,NA,"Microglia",NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.53,"Microglia-Neuron","LILRB4_HLA-B"
