species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	GAD1	Neurons	GAD	0.03	glutamate decarboxylase 1	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.423973	0.00251335	0.0135522
Mm Hs	FLYWCH1	Neurons	DKFZp761A132	0.022	FLYWCH-type zinc finger 1	protein-coding gene	NA	Ectoderm	Brain	0	0.228635	0.00282752	0.0148461
Mm Hs	RIT2	Neurons	RIBA|RIN	0.029	Ras like without CAAX 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0.000314169	0
Mm Hs	TCEAL5	Neurons	WEX4	0.025	transcription elongation factor A like 5	protein-coding gene	NA	Ectoderm	Brain	0.222222	0	0.00816839	0
Mm Hs	PNCK	Neurons	MGC45419|CaMK1b	0.021	pregnancy up-regulated nonubiquitous CaM kinase	protein-coding gene	NA	Ectoderm	Brain	0	0.342952	0	0.00708254
Mm Hs	TMEM59L	Neurons	BSMAP|C19orf4	0.046	transmembrane protein 59 like	protein-coding gene	NA	Ectoderm	Brain	0.888889	0	0.00754006	0
Mm Hs	TCEAL3	Neurons	MGC15737|WEX8	0.041	transcription elongation factor A like 3	protein-coding gene	NA	Ectoderm	Brain	0.333333	0	0.0584354	0
Mm Hs	GPRASP2	Neurons	GASP2|FLJ37327	0.033	G protein-coupled receptor associated sorting protein 2	protein-coding gene	NA	Ectoderm	Brain	0	0.573807	0	0.00926178
Mm Hs	MAP7D2	Neurons	FLJ14503	0.039	MAP7 domain containing 2	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.487236	0.0263902	0.0155271
Mm Hs	MIAT	Neurons	FLJ25967|Rncr2|gomafu|NCRNA00066|LINC00066|lncRNA-MIAT|C22orf35	0.02	myocardial infarction associated transcript	non-coding RNA	NA	Ectoderm	Brain	0.666667	0.173141	0.0144518	0.00939798
Mm Hs	RB1CC1	Neurons	KIAA0203|Cc1|DRAGOU14|FIP200|ATG17|PPP1R131	0.058	RB1 inducible coiled-coil 1	protein-coding gene	NA	Ectoderm	Brain	0.222222	0	0.0945649	0
Mm Hs	PABPN1	Neurons	PAB2|OPMD	0.05	poly(A) binding protein nuclear 1	protein-coding gene	NA	Ectoderm	Brain	0	0.211987	0.103362	0.0236993
Mm Hs	GRIA3	Neurons	GluA3|GLURC|MRX94|GLUR3	0.02	glutamate ionotropic receptor AMPA type subunit 3	protein-coding gene	NA	Ectoderm	Brain	0	0.228635	0.00219918	0.0104876
Mm Hs	NBEA	Neurons	KIAA1544|BCL8B|FLJ10197|LYST2	0.032	neurobeachin	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.263041	0.00439837	0.0249932
Mm Hs	SFSWAP	Neurons	SFRS8	0.025	splicing factor SWAP	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0135093	0
Mm Hs	WDR60	Neurons	FLJ10300|FAP163	0.017	WD repeat domain 60	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0562363	0
Mm	MIRG	Neurons	NA	0.014	miRNA containing gene	lincRNA gene	NA	Ectoderm	Brain	0	0.240844	0	0.00360937
Mm Hs	SCN1A	Neurons	Nav1.1|GEFSP2|SMEI|SCN1|FEB3	0.018	sodium voltage-gated channel alpha subunit 1	protein-coding gene	NA	Ectoderm	Brain	0.222222	0	0.00125668	0
Mm Hs	RNPC3	Neurons	KIAA1839|FLJ20008|RBM40	0.02	"RNA binding region (RNP1, RRM) containing 3"	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00219918	0
Mm Hs	HOXC8	Neurons	HOX3A	0.005	homeobox C8	protein-coding gene	NA	Ectoderm	Brain	0	0.00776915	0.00314169	0.0051757
Mm Hs	RERE	Neurons	KIAA0458|DNB1|ATN1L	0.049	arginine-glutamic acid dipeptide repeats	protein-coding gene	NA	Ectoderm	Brain	0.333333	0	0.0386428	0
Mm Hs	SCN8A	Neurons	Nav1.6|NaCh6|PN4|CerIII|CIAT	0.025	sodium voltage-gated channel alpha subunit 8	protein-coding gene	NA	Ectoderm	Brain	0.222222	0	0	0
Mm Hs	TRIP11	Neurons	CEV14|Trip230|GMAP-210|GMAP210	0.037	thyroid hormone receptor interactor 11	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0430412	0
Mm Hs	EML5	Neurons	HuEMAP-2	0.01	echinoderm microtubule associated protein like 5	protein-coding gene	NA	Ectoderm	Brain	0	0.114317	0	0.00578861
Mm Hs	KMT2C	Neurons	KIAA1506|HALR|MLL3	0.037	lysine methyltransferase 2C	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.0688124	0.0493245	0.0322119
Mm Hs	AAK1	Neurons	KIAA1048|DKFZp686K16132	0.044	AP2 associated kinase 1	protein-coding gene	NA	Ectoderm	Brain	0.555556	0.470588	0.0320452	0.0213838
Mm Hs	SAFB2	Neurons	KIAA0138	0.024	scaffold attachment factor B2	protein-coding gene	NA	Ectoderm	Brain	0.111111	0	0.0486962	0
Mm Hs	SACS	Neurons	ARSACS|KIAA0730|DKFZp686B15167|DNAJC29|SPAX6|PPP1R138	0.005	sacsin molecular chaperone	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00471254	0
Mm Hs	RYR2	Neurons	ARVC2|VTSIP|ARVD2	0.008	ryanodine receptor 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0
Mm Hs	CSPP1	Neurons	FLJ22490|CSPP|JBTS21	0.018	centrosome and spindle pole associated protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0532741	0.0263902	0.0153909
Mm Hs	GRIA4	Neurons	GluA4|GLURD|GLUR4	0.014	glutamate ionotropic receptor AMPA type subunit 4	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.154273	0.00251335	0.00810406
Mm Hs	CHD6	Neurons	KIAA1335|FLJ22369|dJ620E11.1|RIGB	0.044	chromodomain helicase DNA binding protein 6	protein-coding gene	NA	Ectoderm	Brain	0	0.305216	0.0267044	0.0307818
Mm	ZFP445	Neurons	NA	0.02	zinc finger protein 445	protein coding gene	NA	Ectoderm	Brain	NA	NA	NA	NA
Mm Hs	ZCCHC7	Neurons	FLJ22611|AIR1	0.034	zinc finger CCHC-type containing 7	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0345586	0
Mm Hs	GPATCH8	Neurons	KIAA0553|GPATC8	0.048	G-patch domain containing 8	protein-coding gene	NA	Ectoderm	Brain	0	0.298557	0.00942507	0.0433806
Mm Hs	PCLO	Neurons	KIAA0559|DKFZp779G1236|ACZ	0.039	piccolo presynaptic cytomatrix protein	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.503885	0.0040842	0.0174339
Mm Hs	SYNE1	Neurons	SYNE-1B|KIAA0796|8B|Nesprin-1|enaptin|MYNE1|CPG2|dJ45H2.2|SCAR8|ARCA1|Nesp1|C6orf98	0.05	spectrin repeat containing nuclear envelope protein 1	protein-coding gene	NA	Ectoderm	Brain	0.333333	0	0.0144518	0
Mm Hs	PROX1	Neurons	NA	0.028	prospero homeobox 1	protein-coding gene	NA	Ectoderm	Brain	0	0.054384	0.0109959	0.0311223
Mm Hs	NRGN	Neurons	NA	0.031	neurogranin	protein-coding gene	1	Ectoderm	Brain	0.111111	0.17869	0.0106817	0.0256742
Mm Hs	PPP1R14C	Neurons	NY-BR-81|KEPI	0.026	protein phosphatase 1 regulatory inhibitor subunit 14C	protein-coding gene	NA	Ectoderm	Brain	0	0.0588235	0.00596921	0.0299646
Mm	UBE2D2A	Neurons	NA	0.014	ubiquitin-conjugating enzyme E2D 2A	protein coding gene	NA	Ectoderm	Brain	NA	NA	NA	NA
Mm Hs	SYNPR	Neurons	MGC26651	0.022	synaptoporin	protein-coding gene	NA	Ectoderm	Brain	0.333333	0	0	0
Mm Hs	CCDC28B	Neurons	MGC1203|RP4-622L5.5	0.02	coiled-coil domain containing 28B	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.0332963	0.018536	0.0195451
Mm Hs	KCNK1	Neurons	K2p1.1|TWIK-1	0.042	potassium two pore domain channel subfamily K member 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0765816	0.027961	0.0445383
Mm Hs	CNRIP1	Neurons	DKFZP566K1924|CRIP1|CRIP1a|CRIP1b|C2orf32	0.031	cannabinoid receptor interacting protein 1	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.200888	0.022306	0.0230864
Mm Hs	FRRS1L	Neurons	CG-6|C9orf4	0.028	ferric chelate reductase 1 like	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.379578	0.000628338	0.0126668
Mm Hs	FAM69B	Neurons	MGC20262|C9orf136	0.034	family with sequence similarity 69 member B	protein-coding gene	NA	Ectoderm	Brain	0	0.287458	0.000628338	0.0277853
Mm Hs	GPR162	Neurons	A-2|GRCA	0.019	G protein-coupled receptor 162	protein-coding gene	NA	Ectoderm	Brain	0	0.231964	0.000314169	0.011441
Mm Hs	CACNG2	Neurons	stargazin|MGC138502|MGC138504	0.014	calcium voltage-gated channel auxiliary subunit gamma 2	protein-coding gene	NA	Ectoderm	Brain	0	0.190899	0	0.00701444
Mm Hs	SPOCK3	Neurons	testican-3	0.036	"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"	protein-coding gene	NA	Ectoderm	Brain	0.555556	0	0.00628338	0
Mm Hs	RGS7BP	Neurons	R7BP	0.034	regulator of G protein signaling 7 binding protein	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0
Mm Hs	DNM3	Neurons	KIAA0820	0.043	dynamin 3	protein-coding gene	NA	Ectoderm	Brain	0.777778	0.449501	0.000942507	0.0293517
Mm Hs	TMEM191C	Neurons	NA	0.031	transmembrane protein 191C	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0201068	0
Mm Hs	SLC6A17	Neurons	NA	0.023	solute carrier family 6 member 17	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0
Mm Hs	DNER	Neurons	UNQ26|bet	0.046	delta/notch like EGF repeat containing	protein-coding gene	NA	Ectoderm	Brain	1	0.45616	0.0153943	0.0297603
Mm Hs	GRM5	Neurons	MGLUR5|GPRC1E|mGlu5|PPP1R86	0.033	glutamate metabotropic receptor 5	protein-coding gene	NA	Ectoderm	Brain	0	0.469478	0	0.0157995
Mm Hs	CNTNAP2	Neurons	Caspr2|KIAA0868	0.037	contactin associated protein like 2	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.320755	0.0229343	0.023495
Mm Hs	CPLX1	Neurons	CPX-I	0.026	complexin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.294118	0	0.0164805
Mm Hs	SLC32A1	Neurons	VGAT|bA122O1.1|VIAAT	0.026	solute carrier family 32 member 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00157085	0
Mm Hs	DLGAP1	Neurons	GKAP|SAPAP1|DAP-1	0.036	DLG associated protein 1	protein-coding gene	NA	Ectoderm	Brain	0.444444	0.340733	0.000942507	0.0264914
Mm Hs	PPP1R9A	Neurons	Neurabin-I|KIAA1222|FLJ20068	0.044	protein phosphatase 1 regulatory subunit 9A	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.469478	0.00439837	0.0283302
Mm Hs	GNL3L	Neurons	FLJ10613|GNL3B	0.053	G protein nucleolar 3 like	protein-coding gene	NA	Ectoderm	Brain	0	0.645949	0.000314169	0.0305775
Mm Hs	ZCCHC12	Neurons	FLJ16123|SIZN|SIZN1|PNMA7A	0.038	zinc finger CCHC-type containing 12	protein-coding gene	NA	Ectoderm	Brain	0.111111	0	0	0
Mm Hs	ATP6V1H	Neurons	CGI-11|VMA13|SFDalpha|SFDbeta	0.031	ATPase H+ transporting V1 subunit H	protein-coding gene	NA	Ectoderm	Brain	0.444444	0.119867	0.0282752	0.0262871
Mm Hs	HPCA	Neurons	NA	0.015	hippocalcin	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.149834	0.00251335	0.00967039
Mm Hs	CHN1	Neurons	ARHGAP2|n-chimerin|DURS2	0.035	chimerin 1	protein-coding gene	NA	Ectoderm	Brain	0.555556	0.284129	0.0314169	0.0202942
Mm Hs	CPNE6	Neurons	NA	0.006	copine 6	protein-coding gene	NA	Ectoderm	Brain	0	0.0732519	0	0.00292836
Mm Hs	PDE1A	Neurons	NA	0.018	phosphodiesterase 1A	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.122087	0.0213635	0.0112367
Mm Hs	GNAI1	Neurons	NA	0.05	G protein subunit alpha i1	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.319645	0.0405278	0.0380686
Mm Hs	CCK	Neurons	NA	0.033	cholecystokinin	protein-coding gene	NA	Ectoderm	Brain	0	0.189789	0.00345586	0.0292155
Mm Hs	RIMS3	Neurons	RIM3|NIM3	0.008	regulating synaptic membrane exocytosis 3	protein-coding gene	NA	Ectoderm	Brain	0.111111	0	0	0
Mm Hs	OGFOD1	Neurons	KIAA1612|FLJ10826|TPA1	0.006	2-oxoglutarate and iron dependent oxygenase domain containing 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0743618	0.00973924	0.000749115
Mm Hs	CELF6	Neurons	BRUNOL6	0.014	CUGBP Elav-like family member 6	protein-coding gene	1	Ectoderm	Brain	0	0.206437	0	0.00612912
Mm Hs	DTD1	Neurons	DUEB|MGC119131|MGC41905|bA379J5.3|bA555E18.1|pqn-68|C20orf88|HARS2	0.062	D-tyrosyl-tRNA deacylase 1	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.306326	0.105247	0.0313266
Mm Hs	PRMT2	Neurons	MGC111373|HRMT1L1	0.052	protein arginine methyltransferase 2	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.236404	0.113729	0.0224734
Mm Hs	AVP	Neurons	ADH|ARVP	0.004	arginine vasopressin	protein-coding gene	1	Ectoderm	Brain	0	0.0443951	0.0103676	0.000476709
Mm Hs	RORA	Neurons	RZRA|ROR1|ROR2|ROR3|NR1F1	0.045	RAR related orphan receptor A	protein-coding gene	1	Ectoderm	Brain	0.333333	0	0.0131951	0
Mm Hs	VGF	Neurons	SCG7|SgVII	0.021	VGF nerve growth factor inducible	protein-coding gene	1	Ectoderm	Brain	0	0	0.0125668	0
Mm Hs	PCSK2	Neurons	SPC2|NEC2	0.032	proprotein convertase subtilisin/kexin type 2	protein-coding gene	1	Ectoderm	Brain	0.111111	0.280799	0.0245052	0.0197494
Mm Hs	CHODL	Neurons	FLJ12627|PRED12|MT75|C21orf68	0.004	chondrolectin	protein-coding gene	1	Ectoderm	Brain	0	0.0199778	0.00125668	0.00333697
Mm Hs	NECAB2	Neurons	EFCBP2	0.011	N-terminal EF-hand calcium binding protein 2	protein-coding gene	1	Ectoderm	Brain	0.111111	0.108768	0.00188501	0.00749115
Mm	TAC2	Neurons	NA	0.005	tachykinin 2	protein coding gene	1	Ectoderm	Brain	NA	NA	NA	NA
Mm Hs	KCNMA1	Neurons	KCa1.1|mSLO1|SLO	0.043	potassium calcium-activated channel subfamily M alpha 1	protein-coding gene	1	Ectoderm	Brain	0.111111	0.441731	0.0182218	0.0243803
Mm Hs	CACNB3	Neurons	CACNLB3	0.032	calcium voltage-gated channel auxiliary subunit beta 3	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.119867	0.00157085	0.0345955
Mm Hs	NWD2	Neurons	KIAA1239	0.003	NACHT and WD repeat domain containing 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0288568	0	0.00211114
Mm Hs	ZIC1	Neurons	ZIC|ZNF201	0.046	Zic family member 1	protein-coding gene	NA	Ectoderm	Brain	0.111111	0	0.00816839	0
Mm Hs	TESC	Neurons	FLJ20607|CHP3	0.032	tescalcin	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0782281	0
Mm Hs	NECAB3	Neurons	XB51|dJ63M2.4|dJ63M2.5|EFCBP3|SYTIP2|APBA2BP	0.005	N-terminal EF-hand calcium binding protein 3	protein-coding gene	NA	Ectoderm	Brain	0	0.0133185	0.0160226	0.00143013
Mm Hs	NRN1	Neurons	NRN	0.021	neuritin 1	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.119867	0.00973924	0.0170934
Mm Hs	GABBR2	Neurons	HG20|GABABR2|GPRC3B|GPR51	0.023	gamma-aminobutyric acid type B receptor subunit 2	protein-coding gene	NA	Ectoderm	Brain	0.555556	0.221976	0.0050267	0.0142332
Mm Hs	SLC17A7	Neurons	BNPI|VGLUT1	0.012	solute carrier family 17 member 7	protein-coding gene	1	Ectoderm	Brain	0	0	0	0
Mm	CAR10	Neurons	NA	0.021	carbonic anhydrase 10	protein coding gene	NA	Ectoderm	Brain	0	0.104329	0	0.0216562
Mm Hs	DGKB	Neurons	KIAA0718|DGK-BETA|DAGK2	0.01	diacylglycerol kinase beta	protein-coding gene	NA	Ectoderm	Brain	0	0.154273	0	0.00388178
Mm Hs	CACNB4	Neurons	EJM4	0.017	calcium voltage-gated channel auxiliary subunit beta 4	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.163152	0.000314169	0.0126668
Mm Hs	CTTNBP2	Neurons	KIAA1758|Orf4|CORTBP2|C7orf8	0.032	cortactin binding protein 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0665927	0.00628338	0.0370471
Mm Hs	PPP1R1B	Neurons	DARPP-32|FLJ20940	0.026	protein phosphatase 1 regulatory inhibitor subunit 1B	protein-coding gene	1	Ectoderm	Brain	0.111111	0.045505	0.0160226	0.0275129
Mm Hs	PCP4	Neurons	PEP-19	0.083	Purkinje cell protein 4	protein-coding gene	1	Ectoderm	Brain	0.333333	0.529412	0.018536	0.0704849
Mm Hs	MEG3	Neurons	GTL2|NCRNA00023|LINC00023|onco-lncRNA-83	0.288	maternally expressed 3	non-coding RNA	1	Ectoderm	Brain	0.666667	0.99889	0.113729	0.294198
Mm Hs	BEX2	Neurons	DJ79P11.1	0.311	brain expressed X-linked 2	protein-coding gene	1	Ectoderm	Brain	1	0.90455	0.0807414	0.337102
Mm Hs	BEX1	Neurons	NA	0.17	brain expressed X-linked 1	protein-coding gene	1	Ectoderm	Brain	1	0.583796	0.0983349	0.158131
Mm Hs	NDN	Neurons	HsT16328	0.233	"necdin, MAGE family member"	protein-coding gene	1	Ectoderm	Brain	0.222222	0.739179	0.083569	0.241011
Mm Hs	CAMK2N1	Neurons	NA	0.108	calcium/calmodulin dependent protein kinase II inhibitor 1	protein-coding gene	1	Ectoderm	Brain	0.666667	0.574917	0.0420986	0.0958186
Mm Hs	PNISR	Neurons	FLJ14752|bA98I9.2|DKFZp564B0769|SRrp130|C6orf111|SFRS18	0.553	PNN interacting serine and arginine rich protein	protein-coding gene	1	Ectoderm	Brain	0.666667	0.893452	0.5765	0.526764
Mm Hs	SNHG11	Neurons	LINC00101|C20orf198	0.111	small nucleolar RNA host gene 11	non-coding RNA	1	Ectoderm	Brain	0	0	0.00628338	0
Mm Hs	STMN2	Neurons	SCG10|SCGN10	0.209	stathmin 2	protein-coding gene	1	Ectoderm	Brain	0.666667	0	0.0490104	0
Mm Hs	PTK2B	Neurons	CAKB|PYK2|RAFTK|PTK|CADTK|FAK2	0.014	protein tyrosine kinase 2 beta	protein-coding gene	1	Ectoderm	Brain	0	0.0943396	0.00157085	0.0115091
Mm Hs	DDN	Neurons	KIAA0749	0.007	dendrin	protein-coding gene	1	Ectoderm	Brain	0	0.0621532	0.00125668	0.0051757
Mm Hs	ICAM5	Neurons	TLCN	0.006	intercellular adhesion molecule 5	protein-coding gene	1	Ectoderm	Brain	0	0.0843507	0	0.00265595
Mm Hs	GNG2	Neurons	NA	0.142	G protein subunit gamma 2	protein-coding gene	1	Ectoderm	Brain	0.111111	0.281909	0.0333019	0.163716
Mm Hs	SNAP25	Neurons	SNAP-25|RIC-4|RIC4|SEC9|bA416N4.2|dJ1068F16.2|SNAP	0.112	synaptosome associated protein 25	protein-coding gene	1	Ectoderm	Brain	1	0	0.0194785	0
Mm Hs	VSNL1	Neurons	VILIP|HPCAL3|HUVISL1|VILIP-1	0.049	visinin like 1	protein-coding gene	1	Ectoderm	Brain	0.777778	0	0.00534087	0
Mm Hs	PACSIN1	Neurons	SDPI	0.04	protein kinase C and casein kinase substrate in neurons 1	protein-coding gene	1	Ectoderm	Brain	0	0.538291	0	0.0200218
Mm Hs	CACNA2D1	Neurons	lncRNA-N3|CACNL2A|CACNA2|MHS3|LINC01112	0.039	calcium voltage-gated channel auxiliary subunit alpha2delta 1	protein-coding gene	1	Ectoderm	Brain	0.111111	0.26859	0.0103676	0.0330291
Mm Hs	SGIP1	Neurons	DKFZp761D221	0.047	SH3 domain GRB2 like endophilin interacting protein 1	protein-coding gene	1	Ectoderm	Brain	0.222222	0	0.00125668	0
Mm Hs	ATP6V0A1	Neurons	a1|VPP1|ATP6N1|ATP6N1A	0.047	ATPase H+ transporting V0 subunit a1	protein-coding gene	1	Ectoderm	Brain	0.666667	0.54162	0.00282752	0.0285345
Mm Hs	MYO5A	Neurons	MYO5|MYR12|MYH12	0.045	myosin VA	protein-coding gene	1	Ectoderm	Brain	0.666667	0.429523	0.00219918	0.0316671
Mm Hs	DYNC1I1	Neurons	DNCIC1|DNCI1	0.022	dynein cytoplasmic 1 intermediate chain 1	protein-coding gene	1	Ectoderm	Brain	0.777778	0.167592	0.000314169	0.0183193
Mm Hs	PRUNE2	Neurons	BMCC1|BNIPXL|A214N16.3|bA214N16.3|C9orf65|KIAA0367	0.033	prune homolog 2	protein-coding gene	1	Ectoderm	Brain	0	0.315205	0.00722589	0.0234269
Mm Hs	CACNA2D2	Neurons	KIAA0558	0.027	calcium voltage-gated channel auxiliary subunit alpha2delta 2	protein-coding gene	1	Ectoderm	Brain	0	0.301887	0.00125668	0.0179107
Mm Hs	SLC17A6	Neurons	DNPI|VGLUT2	0.016	solute carrier family 17 member 6	protein-coding gene	1	Ectoderm	Brain	0	0	0.000314169	0
Mm Hs	TUBB3	Neurons	beta-4|CFEOM3|CFEOM3A|FEOM3	0.196	tubulin beta 3 class III	protein-coding gene	1	Ectoderm	Brain	0	0	0	0
Mm Hs	ELAVL3	Neurons	HUC|PLE21|DKFZp547J036|HUCL|MGC20653	0.235	ELAV like RNA binding protein 3	protein-coding gene	1	Ectoderm	Brain	0.666667	0.793563	0.0179076	0.260147
Mm Hs	TH	Noradrenergic neurons	DYT5b	0.002	tyrosine hydroxylase	protein-coding gene	1	Ectoderm	Brain	0	0	0.0018797	0
Mm Hs	DDC	Noradrenergic neurons	AADC	0.014	dopa decarboxylase	protein-coding gene	1	Ectoderm	Brain	0	1	0.00469925	0.0164292
Mm Hs	DBH	Noradrenergic neurons	DBM	0.001	dopamine beta-hydroxylase	protein-coding gene	1	Ectoderm	Brain	0	1	0	0.000641766
Mm Hs	SLC18A2	Noradrenergic neurons	SVMT|SVAT|VMAT2	0.006	solute carrier family 18 member A2	protein-coding gene	1	Ectoderm	Brain	0	0	0.00125313	0
Mm Hs	SLC18A3	Noradrenergic neurons	VACHT	0.002	solute carrier family 18 member A3	protein-coding gene	1	Ectoderm	Brain	0	0	0.00125313	0
Mm Hs	SLC6A2	Noradrenergic neurons	SLC6A5	0.002	solute carrier family 6 member 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.00156642	0
Mm Hs	SLC39A11	Noradrenergic neurons	C17orf26	0.005	solute carrier family 39 member 11	protein-coding gene	1	Ectoderm	Brain	0	0	0.00219298	0
Mm Hs	SLC9B2	Noradrenergic neurons	FLJ23984|NHA2|NHEDC2	0.002	solute carrier family 9 member B2	protein-coding gene	1	Ectoderm	Brain	0	0	0.00720551	0
Mm Hs	CSPG4	Oligodendrocyte progenitor cells	MCSPG|MEL-CSPG|HMW-MAA	0.015	chondroitin sulfate proteoglycan 4	protein-coding gene	1	Ectoderm	Brain	0	0.410377	0.000627943	0.0137904
Mm Hs	PDGFRA	Oligodendrocyte progenitor cells	CD140a|PDGFR2|GAS9	0.044	platelet derived growth factor receptor alpha	protein-coding gene	1	Ectoderm	Brain	1	0.849057	0.0455259	0.0329149
Mm Hs	SOX10	Oligodendrocyte progenitor cells	DOM|WS4|WS2E	0.04	SRY-box 10	protein-coding gene	1	Ectoderm	Brain	NA	NA	NA	NA
Mm Hs	OLIG2	Oligodendrocyte progenitor cells	RACK17|OLIGO2|bHLHe19|PRKCBP2|BHLHB1	0.039	oligodendrocyte transcription factor 2	protein-coding gene	1	Ectoderm	Brain	0.285714	0.938679	0.000941915	0.037078
Mm Hs	MATN4	Oligodendrocyte progenitor cells	NA	0.015	matrilin 4	protein-coding gene	1	Ectoderm	Brain	0	0.669811	0	0.0102127
Mm Hs	C1QL1	Oligodendrocyte progenitor cells	C1QRF|C1QTNF14	0.013	complement C1q like 1	protein-coding gene	1	Ectoderm	Brain	0	0.801887	0.00627944	0.00435829
Mm Hs	GPR37L1	Oligodendrocyte progenitor cells	ETBR-LP-2	0.041	G protein-coupled receptor 37 like 1	protein-coding gene	1	Ectoderm	Brain	1	0.745283	0.0021978	0.041111
Mm Hs	GPR17	Oligodendrocyte progenitor cells	NA	0.02	G protein-coupled receptor 17	protein-coding gene	1	Ectoderm	Brain	0	0.693396	0	0.0156768
Mm Hs	KCNIP3	Oligodendrocyte progenitor cells	DREAM|KCHIP3|CSEN	0.007	potassium voltage-gated channel interacting protein 3	protein-coding gene	1	Ectoderm	Brain	0	0.410377	0	0.00325246
Mm Hs	TMEM100	Oligodendrocyte progenitor cells	FLJ10970|FLJ37856	0.021	transmembrane protein 100	protein-coding gene	1	Ectoderm	Brain	0	0	0.00376766	0
Mm Hs	VCAN	Oligodendrocyte progenitor cells	PG-M|CSPG2	0.056	versican	protein-coding gene	1	Ectoderm	Brain	1	0	0.0948195	0
Mm Hs	CDO1	Oligodendrocyte progenitor cells	NA	0.036	cysteine dioxygenase type 1	protein-coding gene	1	Ectoderm	Brain	0	0.556604	0.0119309	0.0347362
Mm Hs	EPN2	Oligodendrocyte progenitor cells	KIAA1065|EHB21	0.046	epsin 2	protein-coding gene	1	Ectoderm	Brain	1	0.801887	0.0213501	0.0426072
Mm Hs	LHFPL3	Oligodendrocyte progenitor cells	LHFPL4	0.014	LHFPL tetraspan subfamily member 3	protein-coding gene	1	Ectoderm	Brain	0	0.816038	0	0.00630976
Mm Hs	NEU4	Oligodendrocyte progenitor cells	NA	0.009	neuraminidase 4	protein-coding gene	1	Ectoderm	Brain	0.142857	0.495283	0.000627943	0.00409809
Mm Hs	ASCL1	Oligodendrocyte progenitor cells	HASH1|bHLHa46	0.007	achaete-scute family bHLH transcription factor 1	protein-coding gene	1	Ectoderm	Brain	0	0.0283019	0.00533752	0.00696026
Mm Hs	LAD1	Oligodendrocyte progenitor cells	NA	0.023	ladinin 1	protein-coding gene	1	Ectoderm	Brain	0	0.00471698	0.0282575	0.0221817
Mm Hs	SLC25A47	Oligodendrocyte progenitor cells	C14orf68	0.001	solute carrier family 25 member 47	protein-coding gene	1	Ectoderm	Brain	0	0	0.000313972	0
Mm Hs	ETV5	Oligodendrocyte progenitor cells	ERM	0.019	ETS variant 5	protein-coding gene	1	Ectoderm	Brain	0	0.0235849	0.0131868	0.0190594
Mm Hs	NNAT	Oligodendrocyte progenitor cells	Peg5	0.229	neuronatin	protein-coding gene	1	Ectoderm	Brain	0	0.599057	0.0461538	0.272296
Mm Hs	CSPG5	Oligodendrocyte progenitor cells	NGC	0.09	chondroitin sulfate proteoglycan 5	protein-coding gene	1	Ectoderm	Brain	0	0.867925	0.00156986	0.101607
Mm Hs	OLIG1	Oligodendrocyte progenitor cells	BHLHB6|bHLHe21	0.066	oligodendrocyte transcription factor 1	protein-coding gene	1	Ectoderm	Brain	1	0.995283	0.0021978	0.0696025
